County Code,Site Num,Latitude,Longitude,AQS Parameter Desc,Date Local,AQI,AQI Description,AQI Color
3,3,41.492707,-112.018863,Ozone,2017-12-31,27.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2017-12-30,32.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2017-12-29,12.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2017-12-28,12.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2017-12-27,6.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2017-12-26,16.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2017-12-25,19.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2017-12-24,23.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2017-12-23,37.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2017-12-22,37.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2017-12-21,35.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2017-12-20,37.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2017-12-19,12.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2017-12-18,15.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2017-12-17,25.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2017-12-16,25.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2017-12-15,14.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2017-12-14,20.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2017-12-13,20.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2017-12-12,12.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2017-12-11,12.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2017-12-10,17.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2017-12-09,17.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2017-12-08,17.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2017-12-07,22.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2017-12-06,31.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2017-12-05,29.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2017-12-04,28.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2017-12-03,33.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2017-12-02,12.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2017-12-01,30.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2017-11-30,20.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2017-11-29,34.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2017-11-28,23.0,Good,Green
