County Code,Site Num,Latitude,Longitude,AQS Parameter Desc,Date Local,AQI,AQI Description,AQI Color
3,3,41.492707,-112.018863,Ozone,2006-09-30,15.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2006-09-29,17.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2006-09-28,26.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2006-09-27,24.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2006-09-26,23.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2006-09-25,25.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2006-09-24,21.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2006-09-23,21.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2006-09-22,14.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2006-09-21,22.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2006-09-05,31.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2006-09-04,67.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2006-09-03,86.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2006-09-02,80.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2006-09-01,51.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2006-08-31,46.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2006-08-30,50.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2006-08-29,57.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2006-08-28,77.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2006-08-27,60.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2006-08-26,54.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2006-08-25,67.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2006-08-24,100.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2006-08-23,54.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2006-08-22,54.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2006-08-21,67.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2006-08-20,86.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2006-08-19,101.0,Unhealthy for Sensitive Groups,Orange
3,3,41.492707,-112.018863,Ozone,2006-08-18,93.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2006-08-17,80.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2006-08-16,54.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2006-08-15,50.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2006-08-14,77.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2006-08-13,67.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2006-08-12,57.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2006-08-11,57.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2006-08-10,90.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2006-08-09,51.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2006-08-08,50.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2006-08-07,54.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2006-08-06,64.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2006-08-05,49.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2006-08-04,57.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2006-08-03,50.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2006-08-02,73.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2006-08-01,54.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2006-07-31,38.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2006-07-30,54.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2006-07-29,80.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2006-07-28,93.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2006-07-27,90.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2006-07-26,86.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2006-07-25,86.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2006-07-24,67.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2006-07-23,108.0,Unhealthy for Sensitive Groups,Orange
3,3,41.492707,-112.018863,Ozone,2006-07-22,108.0,Unhealthy for Sensitive Groups,Orange
3,3,41.492707,-112.018863,Ozone,2006-07-21,77.0,Moderate,Yellow
