County Code,Site Num,Latitude,Longitude,AQS Parameter Desc,Date Local,AQI,AQI Description,AQI Color
3,3,41.492707,-112.018863,Ozone,2018-05-31,49.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2018-05-30,50.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2018-05-29,49.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2018-05-28,47.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2018-05-27,64.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2018-05-26,67.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2018-05-25,93.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2018-05-24,57.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2018-05-23,50.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2018-05-22,50.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2018-05-21,70.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2018-05-20,57.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2018-05-19,54.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2018-05-18,67.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2018-05-17,54.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2018-05-16,64.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2018-05-15,50.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2018-05-14,49.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2018-05-13,51.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2018-05-12,42.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2018-05-11,42.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2018-05-10,42.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2018-05-09,42.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2018-05-08,54.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2018-05-07,57.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2018-05-06,67.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2018-05-05,50.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2018-05-04,44.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2018-05-03,43.0,Good,Green
