County Code,Site Num,Latitude,Longitude,AQS Parameter Desc,Date Local,AQI,AQI Description,AQI Color
3,3,41.492707,-112.018863,Ozone,2003-09-30,39.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2003-09-29,35.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2003-09-28,50.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2003-09-27,38.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2003-09-26,40.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2003-09-25,46.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2003-09-24,40.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2003-09-23,47.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2003-09-22,49.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2003-09-21,47.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2003-09-20,45.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2003-09-19,43.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2003-09-18,43.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2003-09-17,36.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2003-09-16,40.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2003-09-15,43.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2003-09-14,43.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2003-09-13,42.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2003-09-12,45.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2003-09-11,40.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2003-09-10,31.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2003-09-09,37.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2003-09-08,39.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2003-09-07,67.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2003-09-06,54.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2003-09-05,50.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2003-09-04,83.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2003-09-03,70.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2003-09-02,51.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2003-09-01,83.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2003-08-31,57.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2003-08-30,43.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2003-08-29,38.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2003-08-28,51.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2003-08-27,45.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2003-08-26,93.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2003-08-25,73.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2003-08-24,54.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2003-08-23,54.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2003-08-22,46.0,Good,Green
3,3,41.492707,-112.018863,Ozone,2003-08-21,73.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2003-08-20,64.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2003-08-19,125.0,Unhealthy for Sensitive Groups,Orange
3,3,41.492707,-112.018863,Ozone,2003-08-18,115.0,Unhealthy for Sensitive Groups,Orange
3,3,41.492707,-112.018863,Ozone,2003-08-17,67.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2003-08-16,90.0,Moderate,Yellow
3,3,41.492707,-112.018863,Ozone,2003-08-15,100.0,Moderate,Yellow
