Latitude,Longitude,Datum,Horizontal Accuracy,State Code,County Code,Site Num,Parameter Code,POC,AQS Parameter Desc,Date Local,24 Hour Local,Date GMT,24 Hour GMT,Year GMT,Day In Year GMT,Sample Measurement,Units of Measure,Sample Duration,Sample Frequency,Detection Limit,Measurement Uncertainty,Qualifier Description,Method Type,Method Description
40.341389,-111.713611,WGS84,24.29,49,49,4001,88101,3,PM2.5 - Local Conditions,1/1/17,13:00,1/1/17,20:00,2017,1,24.3,Micrograms/cubic meter (LC),1 HOUR,,2,,,Equivalent,Thermo Scientific TEOM 1405-DF Dichotomous FDMS-FDMS Gravimetric
40.253611,-111.663056,WGS84,12.15,49,49,2,88101,3,PM2.5 - Local Conditions,1/1/17,13:00,1/1/17,20:00,2017,1,26.6,Micrograms/cubic meter (LC),1 HOUR,,2,,,Equivalent,Thermo Scientific TEOM 1405-DF Dichotomous FDMS-FDMS Gravimetric
40.341389,-111.713611,WGS84,24.29,49,49,4001,88101,3,PM2.5 - Local Conditions,1/1/17,11:00,1/1/17,18:00,2017,1,23.7,Micrograms/cubic meter (LC),1 HOUR,,2,,,Equivalent,Thermo Scientific TEOM 1405-DF Dichotomous FDMS-FDMS Gravimetric
40.253611,-111.663056,WGS84,12.15,49,49,2,88101,3,PM2.5 - Local Conditions,1/1/17,11:00,1/1/17,18:00,2017,1,32.4,Micrograms/cubic meter (LC),1 HOUR,,2,,,Equivalent,Thermo Scientific TEOM 1405-DF Dichotomous FDMS-FDMS Gravimetric
40.341389,-111.713611,WGS84,24.29,49,49,4001,88101,3,PM2.5 - Local Conditions,1/1/17,12:00,1/1/17,19:00,2017,1,27.8,Micrograms/cubic meter (LC),1 HOUR,,2,,,Equivalent,Thermo Scientific TEOM 1405-DF Dichotomous FDMS-FDMS Gravimetric
40.253611,-111.663056,WGS84,12.15,49,49,2,88101,3,PM2.5 - Local Conditions,1/1/17,12:00,1/1/17,19:00,2017,1,27.8,Micrograms/cubic meter (LC),1 HOUR,,2,,,Equivalent,Thermo Scientific TEOM 1405-DF Dichotomous FDMS-FDMS Gravimetric
40.341389,-111.713611,WGS84,24.29,49,49,4001,88101,3,PM2.5 - Local Conditions,1/1/17,9:00,1/1/17,16:00,2017,1,26.8,Micrograms/cubic meter (LC),1 HOUR,,2,,,Equivalent,Thermo Scientific TEOM 1405-DF Dichotomous FDMS-FDMS Gravimetric
40.253611,-111.663056,WGS84,12.15,49,49,2,88101,3,PM2.5 - Local Conditions,1/1/17,9:00,1/1/17,16:00,2017,1,27.2,Micrograms/cubic meter (LC),1 HOUR,,2,,,Equivalent,Thermo Scientific TEOM 1405-DF Dichotomous FDMS-FDMS Gravimetric
40.341389,-111.713611,WGS84,24.29,49,49,4001,88101,3,PM2.5 - Local Conditions,1/1/17,8:00,1/1/17,15:00,2017,1,29.4,Micrograms/cubic meter (LC),1 HOUR,,2,,,Equivalent,Thermo Scientific TEOM 1405-DF Dichotomous FDMS-FDMS Gravimetric
40.253611,-111.663056,WGS84,12.15,49,49,2,88101,3,PM2.5 - Local Conditions,1/1/17,8:00,1/1/17,15:00,2017,1,22.6,Micrograms/cubic meter (LC),1 HOUR,,2,,,Equivalent,Thermo Scientific TEOM 1405-DF Dichotomous FDMS-FDMS Gravimetric
40.341389,-111.713611,WGS84,24.29,49,49,4001,88101,3,PM2.5 - Local Conditions,1/1/17,10:00,1/1/17,17:00,2017,1,25.7,Micrograms/cubic meter (LC),1 HOUR,,2,,,Equivalent,Thermo Scientific TEOM 1405-DF Dichotomous FDMS-FDMS Gravimetric
40.253611,-111.663056,WGS84,12.15,49,49,2,88101,3,PM2.5 - Local Conditions,1/1/17,10:00,1/1/17,17:00,2017,1,28.4,Micrograms/cubic meter (LC),1 HOUR,,2,,,Equivalent,Thermo Scientific TEOM 1405-DF Dichotomous FDMS-FDMS Gravimetric
40.341389,-111.713611,WGS84,24.29,49,49,4001,88101,3,PM2.5 - Local Conditions,1/1/17,6:00,1/1/17,13:00,2017,1,25.7,Micrograms/cubic meter (LC),1 HOUR,,2,,,Equivalent,Thermo Scientific TEOM 1405-DF Dichotomous FDMS-FDMS Gravimetric
40.253611,-111.663056,WGS84,12.15,49,49,2,88101,3,PM2.5 - Local Conditions,1/1/17,6:00,1/1/17,13:00,2017,1,25.9,Micrograms/cubic meter (LC),1 HOUR,,2,,,Equivalent,Thermo Scientific TEOM 1405-DF Dichotomous FDMS-FDMS Gravimetric
40.341389,-111.713611,WGS84,24.29,49,49,4001,88101,3,PM2.5 - Local Conditions,1/1/17,7:00,1/1/17,14:00,2017,1,25.2,Micrograms/cubic meter (LC),1 HOUR,,2,,,Equivalent,Thermo Scientific TEOM 1405-DF Dichotomous FDMS-FDMS Gravimetric
40.253611,-111.663056,WGS84,12.15,49,49,2,88101,3,PM2.5 - Local Conditions,1/1/17,7:00,1/1/17,14:00,2017,1,25,Micrograms/cubic meter (LC),1 HOUR,,2,,,Equivalent,Thermo Scientific TEOM 1405-DF Dichotomous FDMS-FDMS Gravimetric
40.341389,-111.713611,WGS84,24.29,49,49,4001,88101,3,PM2.5 - Local Conditions,1/1/17,5:00,1/1/17,12:00,2017,1,30.6,Micrograms/cubic meter (LC),1 HOUR,,2,,,Equivalent,Thermo Scientific TEOM 1405-DF Dichotomous FDMS-FDMS Gravimetric
40.253611,-111.663056,WGS84,12.15,49,49,2,88101,3,PM2.5 - Local Conditions,1/1/17,5:00,1/1/17,12:00,2017,1,24.5,Micrograms/cubic meter (LC),1 HOUR,,2,,,Equivalent,Thermo Scientific TEOM 1405-DF Dichotomous FDMS-FDMS Gravimetric
40.341389,-111.713611,WGS84,24.29,49,49,4001,88101,3,PM2.5 - Local Conditions,1/1/17,4:00,1/1/17,11:00,2017,1,33,Micrograms/cubic meter (LC),1 HOUR,,2,,,Equivalent,Thermo Scientific TEOM 1405-DF Dichotomous FDMS-FDMS Gravimetric
40.253611,-111.663056,WGS84,12.15,49,49,2,88101,3,PM2.5 - Local Conditions,1/1/17,4:00,1/1/17,11:00,2017,1,31.9,Micrograms/cubic meter (LC),1 HOUR,,2,,,Equivalent,Thermo Scientific TEOM 1405-DF Dichotomous FDMS-FDMS Gravimetric
40.341389,-111.713611,WGS84,24.29,49,49,4001,88101,3,PM2.5 - Local Conditions,1/1/17,3:00,1/1/17,10:00,2017,1,34.1,Micrograms/cubic meter (LC),1 HOUR,,2,,,Equivalent,Thermo Scientific TEOM 1405-DF Dichotomous FDMS-FDMS Gravimetric
40.253611,-111.663056,WGS84,12.15,49,49,2,88101,3,PM2.5 - Local Conditions,1/1/17,3:00,1/1/17,10:00,2017,1,33.6,Micrograms/cubic meter (LC),1 HOUR,,2,,,Equivalent,Thermo Scientific TEOM 1405-DF Dichotomous FDMS-FDMS Gravimetric
40.341389,-111.713611,WGS84,24.29,49,49,4001,88101,3,PM2.5 - Local Conditions,1/1/17,2:00,1/1/17,9:00,2017,1,33.2,Micrograms/cubic meter (LC),1 HOUR,,2,,,Equivalent,Thermo Scientific TEOM 1405-DF Dichotomous FDMS-FDMS Gravimetric
40.253611,-111.663056,WGS84,12.15,49,49,2,88101,3,PM2.5 - Local Conditions,1/1/17,2:00,1/1/17,9:00,2017,1,37.2,Micrograms/cubic meter (LC),1 HOUR,,2,,,Equivalent,Thermo Scientific TEOM 1405-DF Dichotomous FDMS-FDMS Gravimetric
40.341389,-111.713611,WGS84,24.29,49,49,4001,88101,3,PM2.5 - Local Conditions,1/1/17,1:00,1/1/17,8:00,2017,1,34.8,Micrograms/cubic meter (LC),1 HOUR,,2,,,Equivalent,Thermo Scientific TEOM 1405-DF Dichotomous FDMS-FDMS Gravimetric
40.253611,-111.663056,WGS84,12.15,49,49,2,88101,3,PM2.5 - Local Conditions,1/1/17,1:00,1/1/17,8:00,2017,1,35.7,Micrograms/cubic meter (LC),1 HOUR,,2,,,Equivalent,Thermo Scientific TEOM 1405-DF Dichotomous FDMS-FDMS Gravimetric
END OF FILE,,,,,,,,,,,,,,,,,,,,,,,,
